id,id_item,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon
317,327,Anja Mail α,5,chest,both,0,0,0,44,66,82,3,-3,-1,-1,0
318,328,Anja Vambraces α,5,arms,both,0,0,0,44,66,82,3,-3,-1,-1,0
319,329,Anja Coil α,5,waist,both,0,0,0,44,66,82,3,-3,-1,-1,0
320,330,Anja Greaves α,5,legs,both,0,0,0,44,66,82,3,-3,-1,-1,0
321,331,Anja Helm β,5,head,both,2,0,0,44,66,82,3,-3,-1,-1,0
322,332,Anja Mail β,5,chest,both,1,1,0,44,66,82,3,-3,-1,-1,0
323,333,Anja Vambraces β,5,arms,both,1,0,0,44,66,82,3,-3,-1,-1,0
324,334,Anja Coil β,5,waist,both,2,0,0,44,66,82,3,-3,-1,-1,0
325,335,Anja Greaves β,5,legs,both,1,0,0,44,66,82,3,-3,-1,-1,0
326,336,Jyura Helm α,5,head,both,0,0,0,44,66,82,-1,2,-3,0,0
327,337,Jyura Mail α,5,chest,both,0,0,0,44,66,82,-1,2,-3,0,0
328,338,Jyura Vambraces α,5,arms,both,0,0,0,44,66,82,-1,2,-3,0,0
329,339,Jyura Coil α,5,waist,both,0,0,0,44,66,82,-1,2,-3,0,0
330,340,Jyura Greaves α,5,legs,both,0,0,0,44,66,82,-1,2,-3,0,0
331,341,Jyura Helm β,5,head,both,1,0,0,44,66,82,-1,2,-3,0,0
332,342,Jyura Mail β,5,chest,both,1,0,0,44,66,82,-1,2,-3,0,0
333,343,Jyura Vambraces β,5,arms,both,1,0,0,44,66,82,-1,2,-3,0,0
334,344,Jyura Coil β,5,waist,both,1,0,0,44,66,82,-1,2,-3,0,0
335,345,Jyura Greaves β,5,legs,both,2,0,0,44,66,82,-1,2,-3,0,0
336,346,Kadachi Helm α,5,head,both,0,0,0,44,66,82,0,-3,3,0,0
337,347,Kadachi Mail α,5,chest,both,0,0,0,44,66,82,0,-3,3,0,0
338,348,Kadachi Vambraces α,5,arms,both,0,0,0,44,66,82,0,-3,3,0,0
339,349,Kadachi Coil α,5,waist,both,0,0,0,44,66,82,0,-3,3,0,0
340,350,Kadachi Greaves α,5,legs,both,0,0,0,44,66,82,0,-3,3,0,0
341,351,Kadachi Helm β,5,head,both,2,0,0,44,66,82,0,-3,3,0,0
342,352,Kadachi Mail β,5,chest,both,2,0,0,44,66,82,0,-3,3,0,0
343,353,Kadachi Vambraces β,5,arms,both,2,0,0,44,66,82,0,-3,3,0,0
344,354,Kadachi Coil β,5,waist,both,1,1,0,44,66,82,0,-3,3,0,0
345,355,Kadachi Greaves β,5,legs,both,1,1,0,44,66,82,0,-3,3,0,0
346,356,Lumu Hat α,5,head,both,0,0,0,44,66,82,-3,2,0,1,0
347,357,Lumu Mail α,5,chest,both,0,0,0,44,66,82,-3,2,0,1,0
348,358,Lumu Vambraces α,5,arms,both,0,0,0,44,66,82,-3,2,0,1,0
349,359,Lumu Coil α,5,waist,both,0,0,0,44,66,82,-3,2,0,1,0
350,360,Lumu Greaves α,5,legs,both,0,0,0,44,66,82,-3,2,0,1,0
351,361,Lumu Hat β,5,head,both,2,0,0,44,66,82,-3,2,0,1,0
352,362,Lumu Mail β,5,chest,both,1,0,0,44,66,82,-3,2,0,1,0
353,363,Lumu Vambraces β,5,arms,both,1,0,0,44,66,82,-3,2,0,1,0
354,364,Lumu Coil β,5,waist,both,1,0,0,44,66,82,-3,2,0,1,0
355,365,Lumu Greaves β,5,legs,both,1,1,0,44,66,82,-3,2,0,1,0
356,366,Rathian Helm α,5,head,both,0,0,0,46,68,84,2,0,-2,0,-3
357,367,Rathian Mail α,5,chest,both,0,0,0,46,68,84,2,0,-2,0,-3
358,368,Rathian Vambraces α,5,arms,both,0,0,0,46,68,84,2,0,-2,0,-3
359,369,Rathian Coil α,5,waist,both,0,0,0,46,68,84,2,0,-2,0,-3
360,370,Rathian Greaves α,5,legs,both,0,0,0,46,68,84,2,0,-2,0,-3
361,371,Rathian Helm β,5,head,both,1,0,0,46,68,84,2,0,-2,0,-3
362,372,Rathian Mail β,5,chest,both,1,0,0,46,68,84,2,0,-2,0,-3
363,373,Rathian Vambraces β,5,arms,both,1,0,0,46,68,84,2,0,-2,0,-3
364,374,Rathian Coil β,5,waist,both,1,0,0,46,68,84,2,0,-2,0,-3
365,375,Rathian Greaves β,5,legs,both,1,0,0,46,68,84,2,0,-2,0,-3
366,376,Rath Heart Helm α,6,head,both,0,0,0,52,72,84,3,0,-3,0,-4
367,377,Rath Heart Mail α,6,chest,both,0,0,0,52,72,84,3,0,-3,0,-4
368,378,Rath Heart Braces α,6,arms,both,0,0,0,52,72,84,3,0,-3,0,-4
369,379,Rath Heart Coil α,6,waist,both,0,0,0,52,72,84,3,0,-3,0,-4
370,380,Rath Heart Greaves α,6,legs,both,0,0,0,52,72,84,3,0,-3,0,-4
371,381,Rath Heart Helm β,6,head,both,2,0,0,52,72,84,3,0,-3,0,-4
372,382,Rath Heart Mail β,6,chest,both,1,1,0,52,72,84,3,0,-3,0,-4
373,383,Rath Heart Braces β,6,arms,both,2,0,0,52,72,84,3,0,-3,0,-4
374,384,Rath Heart Coil β,6,waist,both,1,0,0,52,72,84,3,0,-3,0,-4
375,385,Rath Heart Greaves β,6,legs,both,2,0,0,52,72,84,3,0,-3,0,-4
376,386,Baan Helm α,6,head,both,0,0,0,46,66,78,0,2,0,-1,-2
377,387,Baan Mail α,6,chest,both,0,0,0,46,66,78,0,2,0,-1,-2
378,388,Baan Vambraces α,6,arms,both,0,0,0,46,66,78,0,2,0,-1,-2
379,389,Baan Coil α,6,waist,both,0,0,0,46,66,78,0,2,0,-1,-2
380,390,Baan Greaves α,6,legs,both,0,0,0,46,66,78,0,2,0,-1,-2
381,391,Baan Helm β,6,head,both,2,0,0,46,66,78,0,2,0,-1,-2
382,392,Baan Mail β,6,chest,both,1,0,0,46,66,78,0,2,0,-1,-2
383,393,Baan Vambraces β,6,arms,both,1,0,0,46,66,78,0,2,0,-1,-2
384,394,Baan Coil β,6,waist,both,2,0,0,46,66,78,0,2,0,-1,-2
385,395,Baan Greaves β,6,legs,both,1,0,0,46,66,78,0,2,0,-1,-2
386,396,Gastodon Horn α,5,head,both,0,0,0,48,70,86,3,0,0,0,0
387,397,Gastodon Horn β,5,head,both,1,0,0,48,70,86,3,0,0,0,0
388,398,Barnos Jacket α,5,chest,both,0,0,0,48,70,86,1,1,0,1,-2
389,399,Barnos Jacket β,5,chest,both,1,0,0,48,70,86,1,1,0,1,-2
390,400,Dodogama Helm α,5,head,both,0,0,0,48,70,86,2,0,-3,0,2
391,401,Dodogama Mail α,5,chest,both,0,0,0,48,70,86,2,0,-3,0,2
392,402,Dodogama Vambraces α,5,arms,both,0,0,0,48,70,86,2,0,-3,0,2
393,403,Dodogama Coil α,5,waist,both,0,0,0,48,70,86,2,0,-3,0,2
394,404,Dodogama Greaves α,5,legs,both,0,0,0,48,70,86,2,0,-3,0,2
395,405,Dodogama Helm β,5,head,both,1,0,0,48,70,86,2,0,-3,0,2
396,406,Dodogama Mail β,5,chest,both,1,0,0,48,70,86,2,0,-3,0,2
397,407,Dodogama Vambraces β,5,arms,both,1,0,0,48,70,86,2,0,-3,0,2
398,408,Dodogama Coil β,5,waist,both,1,0,0,48,70,86,2,0,-3,0,2
399,409,Dodogama Greaves β,5,legs,both,1,0,0,48,70,86,2,0,-3,0,2
400,410,Zorah Headgear α,6,head,both,0,0,0,44,64,76,4,-3,-1,-2,-3
401,411,Zorah Hide α,6,chest,both,0,0,0,44,64,76,4,-3,-1,-2,-3
402,412,Zorah Claws α,6,arms,both,0,0,0,44,64,76,4,-3,-1,-2,-3
403,413,Zorah Spine α,6,waist,both,0,0,0,44,64,76,4,-3,-1,-2,-3
404,414,Zorah Spurs α,6,legs,both,0,0,0,44,64,76,4,-3,-1,-2,-3
405,415,Zorah Headgear β,6,head,both,1,0,0,44,64,76,4,-3,-1,-2,-3
406,416,Zorah Hide β,6,chest,both,2,0,0,44,64,76,4,-3,-1,-2,-3
407,417,Zorah Claws β,6,arms,both,1,0,0,44,64,76,4,-3,-1,-2,-3
408,418,Zorah Spine β,6,waist,both,2,0,0,44,64,76,4,-3,-1,-2,-3
409,419,Zorah Spurs β,6,legs,both,2,0,0,44,64,76,4,-3,-1,-2,-3
410,420,High Metal Helm α,6,head,both,0,0,0,50,70,82,0,-1,-2,3,0
411,421,High Metal Mail α,6,chest,both,0,0,0,50,70,82,0,-1,-2,3,0
412,422,High Metal Braces α,6,arms,both,0,0,0,50,70,82,0,-1,-2,3,0
413,423,High Metal Coil α,6,waist,both,0,0,0,50,70,82,0,-1,-2,3,0
414,424,High Metal Greaves α,6,legs,both,0,0,0,50,70,82,0,-1,-2,3,0
415,425,High Metal Helm β,6,head,both,2,0,0,50,70,82,0,-1,-2,3,0
416,426,High Metal Mail β,6,chest,both,2,0,0,50,70,82,0,-1,-2,3,0
417,427,High Metal Braces β,6,arms,both,1,0,0,50,70,82,0,-1,-2,3,0
418,428,High Metal Coil β,6,waist,both,1,0,0,50,70,82,0,-1,-2,3,0
419,429,High Metal Greaves β,6,legs,both,1,0,0,50,70,82,0,-1,-2,3,0
420,430,Ingot Helm α,6,head,both,0,0,0,50,70,82,-2,0,3,-1,0
421,431,Ingot Mail α,6,chest,both,0,0,0,50,70,82,-2,0,3,-1,0
422,432,Ingot Vambraces α,6,arms,both,0,0,0,50,70,82,-2,0,3,-1,0
423,433,Ingot Coil α,6,waist,both,0,0,0,50,70,82,-2,0,3,-1,0
424,434,Ingot Greaves α,6,legs,both,0,0,0,50,70,82,-2,0,3,-1,0
425,435,Ingot Helm β,6,head,both,1,0,0,50,70,82,-2,0,3,-1,0
426,436,Ingot Mail β,6,chest,both,1,0,0,50,70,82,-2,0,3,-1,0
427,437,Ingot Vambraces β,6,arms,both,1,0,0,50,70,82,-2,0,3,-1,0
428,438,Ingot Coil β,6,waist,both,3,0,0,50,70,82,-2,0,3,-1,0
429,439,Ingot Greaves β,6,legs,both,2,0,0,50,70,82,-2,0,3,-1,0
430,440,Brigade Lobos α,6,head,both,0,0,0,52,72,84,1,0,2,0,2
431,441,Brigade Suit α,6,chest,both,2,0,0,52,72,84,1,0,2,0,2
432,442,Brigade Vambraces α,6,arms,both,0,0,0,52,72,84,1,0,2,0,2
433,443,Brigade Coil α,6,waist,both,0,0,0,52,72,84,1,0,2,0,2
434,444,Brigade Boots α,6,legs,both,1,0,0,52,72,84,1,0,2,0,2
435,445,Brigade Lobos β,6,head,both,1,0,0,52,72,84,1,0,2,0,2
436,446,Brigade Suit β,6,chest,both,2,2,0,52,72,84,1,0,2,0,2
437,447,Brigade Vambraces β,6,arms,both,1,0,0,52,72,84,1,0,2,0,2
438,448,Brigade Coil β,6,waist,both,1,0,0,52,72,84,1,0,2,0,2
439,449,Brigade Boots β,6,legs,both,3,0,0,52,72,84,1,0,2,0,2
440,450,Faux Felyne α,6,head,both,0,0,0,56,76,88,2,2,2,2,2
441,451,Strategist Spectacles α,6,head,both,1,0,0,56,76,88,2,2,2,2,2
442,452,Lavasioth Helm α,6,head,both,0,0,0,56,76,88,3,-3,1,-2,2
443,453,Lavasioth Mail α,6,chest,both,0,0,0,56,76,88,3,-3,1,-2,2
444,454,Lavasioth Vambraces α,6,arms,both,2,0,0,56,76,88,3,-3,1,-2,2
445,455,Lavasioth Coil α,6,waist,both,0,0,0,56,76,88,3,-3,1,-2,2
446,456,Lavasioth Greaves α,6,legs,both,1,0,0,56,76,88,3,-3,1,-2,2
447,457,Lavasioth Helm β,6,head,both,1,1,0,56,76,88,3,-3,1,-2,2
448,458,Lavasioth Mail β,6,chest,both,1,1,0,56,76,88,3,-3,1,-2,2
449,459,Lavasioth Vambraces β,6,arms,both,3,0,0,56,76,88,3,-3,1,-2,2
450,460,Lavasioth Coil β,6,waist,both,1,0,0,56,76,88,3,-3,1,-2,2
451,461,Lavasioth Greaves β,6,legs,both,2,0,0,56,76,88,3,-3,1,-2,2
452,462,Legiana Helm α,6,head,both,0,0,0,54,74,86,-1,2,-3,3,0
453,463,Legiana Mail α,6,chest,both,0,0,0,54,74,86,-1,2,-3,3,0
454,464,Legiana Vambraces α,6,arms,both,0,0,0,54,74,86,-1,2,-3,3,0
455,465,Legiana Coil α,6,waist,both,0,0,0,54,74,86,-1,2,-3,3,0
456,466,Legiana Greaves α,6,legs,both,0,0,0,54,74,86,-1,2,-3,3,0
457,467,Legiana Helm β,6,head,both,1,0,0,54,74,86,-1,2,-3,3,0
458,468,Legiana Mail β,6,chest,both,1,0,0,54,74,86,-1,2,-3,3,0
459,469,Legiana Vambraces β,6,arms,both,3,0,0,54,74,86,-1,2,-3,3,0
460,470,Legiana Coil β,6,waist,both,2,0,0,54,74,86,-1,2,-3,3,0
461,471,Legiana Greaves β,6,legs,both,3,0,0,54,74,86,-1,2,-3,3,0
462,472,Odogaron Helm α,6,head,both,0,0,0,54,74,86,2,2,-2,-3,0
463,473,Odogaron Mail α,6,chest,both,0,0,0,54,74,86,2,2,-2,-3,0
464,474,Odogaron Vambraces α,6,arms,both,0,0,0,54,74,86,2,2,-2,-3,0
465,475,Odogaron Coil α,6,waist,both,0,0,0,54,74,86,2,2,-2,-3,0
466,476,Odogaron Greaves α,6,legs,both,0,0,0,54,74,86,2,2,-2,-3,0
467,477,Odogaron Helm β,6,head,both,2,0,0,54,74,86,2,2,-2,-3,0
468,478,Odogaron Mail β,6,chest,both,1,0,0,54,74,86,2,2,-2,-3,0
469,479,Odogaron Vambraces β,6,arms,both,1,0,0,54,74,86,2,2,-2,-3,0
470,480,Odogaron Coil β,6,waist,both,2,0,0,54,74,86,2,2,-2,-3,0
471,481,Odogaron Greaves β,6,legs,both,1,0,0,54,74,86,2,2,-2,-3,0
472,482,Rathalos Helm α,6,head,both,0,0,0,54,74,86,3,1,-2,1,-3
473,483,Rathalos Mail α,6,chest,both,0,0,0,54,74,86,3,1,-2,1,-3
474,484,Rathalos Vambraces α,6,arms,both,0,0,0,54,74,86,3,1,-2,1,-3
475,485,Rathalos Coil α,6,waist,both,0,0,0,54,74,86,3,1,-2,1,-3
476,486,Rathalos Greaves α,6,legs,both,0,0,0,54,74,86,3,1,-2,1,-3
477,487,Rathalos Helm β,6,head,both,1,0,0,54,74,86,3,1,-2,1,-3
478,488,Rathalos Mail β,6,chest,both,1,0,0,54,74,86,3,1,-2,1,-3
479,489,Rathalos Vambraces β,6,arms,both,1,0,0,54,74,86,3,1,-2,1,-3
480,490,Rathalos Coil β,6,waist,both,2,0,0,54,74,86,3,1,-2,1,-3
481,491,Rathalos Greaves β,6,legs,both,3,0,0,54,74,86,3,1,-2,1,-3
482,492,Rath Soul Helm α,7,head,both,0,0,0,56,68,82,3,2,2,-3,-4
483,493,Rath Soul Mail α,7,chest,both,1,0,0,56,68,82,3,2,2,-3,-4
484,494,Rath Soul Braces α,7,arms,both,1,0,0,56,68,82,3,2,2,-3,-4
485,495,Rath Soul Coil α,7,waist,both,0,0,0,56,68,82,3,2,2,-3,-4
486,496,Rath Soul Greaves α,7,legs,both,0,0,0,56,68,82,3,2,2,-3,-4
487,497,Rath Soul Helm β,7,head,both,1,1,0,56,68,82,3,2,2,-3,-4
488,498,Rath Soul Mail β,7,chest,both,2,0,0,56,68,82,3,2,2,-3,-4
489,499,Rath Soul Braces β,7,arms,both,2,0,0,56,68,82,3,2,2,-3,-4
490,500,Rath Soul Coil β,7,waist,both,3,0,0,56,68,82,3,2,2,-3,-4
491,501,Rath Soul Greaves β,7,legs,both,1,0,0,56,68,82,3,2,2,-3,-4
492,502,Diablos Helm α,6,head,both,0,0,0,54,74,86,3,-2,0,-3,2
493,503,Diablos Mail α,6,chest,both,0,0,0,54,74,86,3,-2,0,-3,2
494,504,Diablos Vambraces α,6,arms,both,0,0,0,54,74,86,3,-2,0,-3,2
495,505,Diablos Coil α,6,waist,both,0,0,0,54,74,86,3,-2,0,-3,2
496,506,Diablos Greaves α,6,legs,both,0,0,0,54,74,86,3,-2,0,-3,2
497,507,Diablos Helm β,6,head,both,2,0,0,54,74,86,3,-2,0,-3,2
498,508,Diablos Mail β,6,chest,both,2,0,0,54,74,86,3,-2,0,-3,2
499,509,Diablos Vambraces β,6,arms,both,2,0,0,54,74,86,3,-2,0,-3,2
500,510,Diablos Coil β,6,waist,both,2,0,0,54,74,86,3,-2,0,-3,2
501,511,Diablos Greaves β,6,legs,both,1,1,0,54,74,86,3,-2,0,-3,2
502,512,Diablos Nero Helm α,7,head,both,1,0,0,56,68,82,2,-3,0,-4,2
503,513,Diablos Nero Mail α,7,chest,both,1,0,0,56,68,82,2,-3,0,-4,2
504,514,Diablos Nero Braces α,7,arms,both,0,0,0,56,68,82,2,-3,0,-4,2
505,515,Diablos Nero Coil α,7,waist,both,0,0,0,56,68,82,2,-3,0,-4,2
506,516,Diablos Nero Greaves α,7,legs,both,1,0,0,56,68,82,2,-3,0,-4,2
507,517,Diablos Nero Helm β,7,head,both,3,0,0,56,68,82,2,-3,0,-4,2
508,518,Diablos Nero Mail β,7,chest,both,2,1,0,56,68,82,2,-3,0,-4,2
509,519,Diablos Nero Braces β,7,arms,both,2,1,0,56,68,82,2,-3,0,-4,2
510,520,Diablos Nero Coil β,7,waist,both,2,0,0,56,68,82,2,-3,0,-4,2
511,521,Diablos Nero Greaves β,7,legs,both,2,0,0,56,68,82,2,-3,0,-4,2
512,522,Uragaan Helm α,7,head,both,3,0,0,60,72,86,4,-3,1,-2,-2
513,523,Uragaan Mail α,7,chest,both,1,0,0,60,72,86,4,-3,1,-2,-2
514,524,Uragaan Vambraces α,7,arms,both,1,0,0,60,72,86,4,-3,1,-2,-2
515,525,Uragaan Coil α,7,waist,both,1,1,0,60,72,86,4,-3,1,-2,-2
516,526,Uragaan Greaves α,7,legs,both,1,0,0,60,72,86,4,-3,1,-2,-2
517,527,Uragaan Helm β,7,head,both,3,1,0,60,72,86,4,-3,1,-2,-2
518,528,Uragaan Mail β,7,chest,both,3,0,0,60,72,86,4,-3,1,-2,-2
519,529,Uragaan Vambraces β,7,arms,both,2,0,0,60,72,86,4,-3,1,-2,-2
520,530,Uragaan Coil β,7,waist,both,2,1,0,60,72,86,4,-3,1,-2,-2
521,531,Uragaan Greaves β,7,legs,both,3,0,0,60,72,86,4,-3,1,-2,-2
522,532,Bazel Helm α,7,head,both,2,0,0,58,70,84,3,1,-4,-2,-2
523,533,Bazel Mail α,7,chest,both,0,0,0,58,70,84,3,1,-4,-2,-2
524,534,Bazel Vambraces α,7,arms,both,0,0,0,58,70,84,3,1,-4,-2,-2
525,535,Bazel Coil α,7,waist,both,1,0,0,58,70,84,3,1,-4,-2,-2
526,536,Bazel Greaves α,7,legs,both,1,0,0,58,70,84,3,1,-4,-2,-2
527,537,Bazel Helm β,7,head,both,3,1,0,58,70,84,3,1,-4,-2,-2
528,538,Bazel Mail β,7,chest,both,1,1,0,58,70,84,3,1,-4,-2,-2
529,539,Bazel Vambraces β,7,arms,both,3,0,0,58,70,84,3,1,-4,-2,-2
530,540,Bazel Coil β,7,waist,both,3,0,0,58,70,84,3,1,-4,-2,-2
531,541,Bazel Greaves β,7,legs,both,3,0,0,58,70,84,3,1,-4,-2,-2
532,542,Damascus Helm α,7,head,both,1,0,0,60,72,86,4,-2,0,0,0
533,543,Damascus Mail α,7,chest,both,1,0,0,60,72,86,4,-2,0,0,0
534,544,Damascus Vambraces α,7,arms,both,0,0,0,60,72,86,4,-2,0,0,0
535,545,Damascus Coil α,7,waist,both,1,0,0,60,72,86,4,-2,0,0,0
536,546,Damascus Greaves α,7,legs,both,1,0,0,60,72,86,4,-2,0,0,0
537,547,Damascus Helm β,7,head,both,3,0,0,60,72,86,4,-2,0,0,0
538,548,Damascus Mail β,7,chest,both,1,1,1,60,72,86,4,-2,0,0,0
539,549,Damascus Vambraces β,7,arms,both,1,0,0,60,72,86,4,-2,0,0,0
540,550,Damascus Coil β,7,waist,both,1,1,1,60,72,86,4,-2,0,0,0
541,551,Damascus Greaves β,7,legs,both,3,0,0,60,72,86,4,-2,0,0,0
542,552,Dober Helm α,7,head,both,0,0,0,60,72,86,-2,0,-1,-1,4
543,553,Dober Mail α,7,chest,both,1,0,0,60,72,86,-2,0,-1,-1,4
544,554,Dober Vambraces α,7,arms,both,0,0,0,60,72,86,-2,0,-1,-1,4
545,555,Dober Coil α,7,waist,both,2,0,0,60,72,86,-2,0,-1,-1,4
546,556,Dober Greaves α,7,legs,both,0,0,0,60,72,86,-2,0,-1,-1,4
547,557,Dober Helm β,7,head,both,1,0,0,60,72,86,-2,0,-1,-1,4
548,558,Dober Mail β,7,chest,both,3,0,0,60,72,86,-2,0,-1,-1,4
549,559,Dober Vambraces β,7,arms,both,1,1,0,60,72,86,-2,0,-1,-1,4
550,560,Dober Coil β,7,waist,both,3,0,0,60,72,86,-2,0,-1,-1,4
551,561,Dober Greaves β,7,legs,both,1,0,0,60,72,86,-2,0,-1,-1,4
552,562,Death Stench Brain α,7,head,both,2,0,0,62,74,88,3,2,-2,3,-4
553,563,Death Stench Muscle α,7,chest,both,0,0,0,62,74,88,3,2,-2,3,-4
554,564,Death Stench Grip α,7,arms,both,1,0,0,62,74,88,3,2,-2,3,-4
555,565,Death Stench Bowels α,7,waist,both,0,0,0,62,74,88,3,2,-2,3,-4
556,566,Death Stench Heel α,7,legs,both,0,0,0,62,74,88,3,2,-2,3,-4
557,567,Death Stench Brain β,7,head,both,3,0,0,62,74,88,3,2,-2,3,-4
558,568,Death Stench Muscle β,7,chest,both,3,0,0,62,74,88,3,2,-2,3,-4
559,569,Death Stench Grip β,7,arms,both,1,1,0,62,74,88,3,2,-2,3,-4
560,570,Death Stench Bowels β,7,waist,both,1,1,0,62,74,88,3,2,-2,3,-4
561,571,Death Stench Heel β,7,legs,both,1,1,0,62,74,88,3,2,-2,3,-4
562,572,Skull Mask α,7,head,both,2,0,0,64,76,90,-3,-1,-1,-1,2
563,573,Nergigante Helm α,8,head,both,1,0,0,64,70,84,1,1,-3,1,-3
564,574,Nergigante Mail α,8,chest,both,1,0,0,64,70,84,1,1,-3,1,-3
565,575,Nergigante Vambraces α,8,arms,both,0,0,0,64,70,84,1,1,-3,1,-3
566,576,Nergigante Coil α,8,waist,both,0,0,0,64,70,84,1,1,-3,1,-3
567,577,Nergigante Greaves α,8,legs,both,1,0,0,64,70,84,1,1,-3,1,-3
568,578,Nergigante Helm β,8,head,both,1,1,0,64,70,84,1,1,-3,1,-3
569,579,Nergigante Mail β,8,chest,both,2,1,0,64,70,84,1,1,-3,1,-3
570,580,Nergigante Vambraces β,8,arms,both,1,0,0,64,70,84,1,1,-3,1,-3
571,581,Nergigante Coil β,8,waist,both,2,0,0,64,70,84,1,1,-3,1,-3
572,582,Nergigante Greaves β,8,legs,both,2,0,0,64,70,84,1,1,-3,1,-3
573,583,Kaiser Crown α,8,head,both,0,0,0,64,70,84,3,-3,1,-3,1
574,584,Kaiser Mail α,8,chest,both,0,0,0,64,70,84,3,-3,1,-3,1
575,585,Kaiser Vambraces α,8,arms,both,1,0,0,64,70,84,3,-3,1,-3,1
576,586,Kaiser Coil α,8,waist,both,0,0,0,64,70,84,3,-3,1,-3,1
577,587,Kaiser Greaves α,8,legs,both,0,0,0,64,70,84,3,-3,1,-3,1
578,588,Kaiser Crown β,8,head,both,2,0,0,64,70,84,3,-3,1,-3,1
579,589,Kaiser Mail β,8,chest,both,1,1,0,64,70,84,3,-3,1,-3,1
580,590,Kaiser Vambraces β,8,arms,both,3,0,0,64,70,84,3,-3,1,-3,1
581,591,Kaiser Coil β,8,waist,both,2,0,0,64,70,84,3,-3,1,-3,1
582,592,Kaiser Greaves β,8,legs,both,1,0,0,64,70,84,3,-3,1,-3,1
583,593,Kushala Glare α,8,head,both,0,0,0,64,70,84,0,2,-3,4,-2
584,594,Kushala Cista α,8,chest,both,0,0,0,64,70,84,0,2,-3,4,-2
585,595,Kushala Grip α,8,arms,both,0,0,0,64,70,84,0,2,-3,4,-2
586,596,Kushala Cocoon α,8,waist,both,0,0,0,64,70,84,0,2,-3,4,-2
587,597,Kushala Crus α,8,legs,both,0,0,0,64,70,84,0,2,-3,4,-2
588,598,Kushala Glare β,8,head,both,1,1,1,64,70,84,0,2,-3,4,-2
589,599,Kushala Cista β,8,chest,both,2,0,0,64,70,84,0,2,-3,4,-2
590,600,Kushala Grip β,8,arms,both,3,0,0,64,70,84,0,2,-3,4,-2
591,601,Kushala Cocoon β,8,waist,both,1,1,0,64,70,84,0,2,-3,4,-2
592,602,Kushala Crus β,8,legs,both,3,0,0,64,70,84,0,2,-3,4,-2
593,603,Vaal Hazak Helm α,8,head,both,0,0,0,64,70,84,-4,4,1,-1,-3
594,604,Vaal Hazak Mail α,8,chest,both,1,0,0,64,70,84,-4,4,1,-1,-3
595,605,Vaal Hazak Braces α,8,arms,both,1,0,0,64,70,84,-4,4,1,-1,-3
596,606,Vaal Hazak Coil α,8,waist,both,1,0,0,64,70,84,-4,4,1,-1,-3
597,607,Vaal Hazak Greaves α,8,legs,both,1,0,0,64,70,84,-4,4,1,-1,-3
598,608,Vaal Hazak Helm β,8,head,both,1,0,0,64,70,84,-4,4,1,-1,-3
599,609,Vaal Hazak Mail β,8,chest,both,1,1,0,64,70,84,-4,4,1,-1,-3
600,610,Vaal Hazak Braces β,8,arms,both,1,1,1,64,70,84,-4,4,1,-1,-3
601,611,Vaal Hazak Coil β,8,waist,both,1,1,0,64,70,84,-4,4,1,-1,-3
602,612,Vaal Hazak Greaves β,8,legs,both,1,1,0,64,70,84,-4,4,1,-1,-3
603,613,Kirin Horn α,8,head,both,0,0,0,64,70,84,-3,-2,4,-2,2
604,614,Kirin Jacket α,8,chest,both,0,0,0,64,70,84,-3,-2,4,-2,2
605,615,Kirin Longarms α,8,arms,both,0,0,0,64,70,84,-3,-2,4,-2,2
606,616,Kirin Hoop α,8,waist,both,0,0,0,64,70,84,-3,-2,4,-2,2
607,617,Kirin Leg Guards α,8,legs,both,0,0,0,64,70,84,-3,-2,4,-2,2
608,618,Kirin Horn β,8,head,both,1,0,0,64,70,84,-3,-2,4,-2,2
609,619,Kirin Jacket β,8,chest,both,1,0,0,64,70,84,-3,-2,4,-2,2
610,620,Kirin Longarms β,8,arms,both,1,1,0,64,70,84,-3,-2,4,-2,2
611,621,Kirin Hoop β,8,waist,both,1,1,1,64,70,84,-3,-2,4,-2,2
612,622,Kirin Leg Guards β,8,legs,both,1,1,0,64,70,84,-3,-2,4,-2,2
613,623,Xeno'jiiva Headgear α,8,head,both,1,0,0,72,78,92,-3,2,2,2,-4
614,624,Xeno'jiiva Hide α,8,chest,both,1,0,0,72,78,92,-3,2,2,2,-4
615,625,Xeno'jiiva Claws α,8,arms,both,1,0,0,72,78,92,-3,2,2,2,-4
616,626,Xeno'jiiva Spine α,8,waist,both,2,0,0,72,78,92,-3,2,2,2,-4
617,627,Xeno'jiiva Spurs α,8,legs,both,1,0,0,72,78,92,-3,2,2,2,-4
618,628,Xeno'jiiva Headgear β,8,head,both,2,0,0,72,78,92,-3,2,2,2,-4
619,629,Xeno'jiiva Hide β,8,chest,both,1,1,0,72,78,92,-3,2,2,2,-4
620,630,Xeno'jiiva Claws β,8,arms,both,3,0,0,72,78,92,-3,2,2,2,-4
621,631,Xeno'jiiva Spine β,8,waist,both,2,1,0,72,78,92,-3,2,2,2,-4
622,632,Xeno'jiiva Spurs β,8,legs,both,1,1,0,72,78,92,-3,2,2,2,-4
623,633,Guild Cross Circlet α,8,head,both,1,0,0,62,68,82,0,0,0,0,0
624,634,Guild Cross Suit α,8,chest,both,1,0,0,62,68,82,0,0,0,0,0
